CHROM	Start	End	Length	14	5	15	7	2	3	4	6	8	9	10	11	12	13	16	19	17	20	21	18
Chr11	5030143	5064467	34324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|5145296-5159497	NA	NA	NA
Chr11	5032632	5062474	29842	Chr11|5065725-5075269	NA	NA	NA	NA	NA	Chr11|5159982-5169526	NA	NA	Chr11|5204355-5213899	NA	Chr11|5099893-5109437	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	5355225	5534187	178962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|5156351-5327792	NA	NA
Chr11	5526218	5533528	7310	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|5541785-5549102	NA
Chr11	6419926	6443398	23472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|7180846-7207198
Chr11	6642155	6663427	21272	NA	NA	NA	Chr11|6512891-6547299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	6646288	6647838	1550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|6586407-6588001	Chr11|6783838-6785432	NA
Chr11	6646288	6670862	24574	NA	Chr11|6738040-6837568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	6646291	6659642	13351	NA	NA	NA	NA	Chr11|6871907-6885010	Chr11|7134614-7147716	NA	Chr11|6778189-6791299	Chr11|6919488-6932594	NA	NA	NA	NA	Chr11|6795026-6808142	NA	NA	NA	NA	NA	NA
Chr11	6647275	6671501	24226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|6890848-6913318	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	6757435	6803352	45917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|6891696-6921782	NA	NA	NA	NA	NA
Chr11	7745961	7747421	1460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|8483326-8484772
Chr11	7989922	7999797	9875	NA	Chr11|7875186-7885061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	8368591	8407057	38466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|8292769-8345503	NA	NA	NA	NA	NA	NA	NA
Chr11	8368592	8399515	30923	NA	NA	NA	NA	Chr11|8308570-8339513	Chr11|8496760-8566164	NA	Chr11|8164547-8195466	Chr11|8404331-8450372	Chr11|8334879-8403399	Chr11|8337547-8368474	Chr11|8325931-8356845	NA	Chr11|8232028-8262972	Chr11|8323363-8392428	Chr11|8033221-8079267	NA	NA	NA	NA
Chr11	8778953	8783391	4438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|9491873-9496364
Chr11	8945633	8946634	1001	NA	NA	NA	NA	Chr11|8940270-8941271	NA	NA	NA	NA	NA	Chr11|8978054-8979055	NA	NA	Chr11|8872717-8873718	NA	NA	NA	NA	NA	NA
Chr11	9319101	9370903	51802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|9318021-9353676	NA	NA	NA	NA
Chr11	9320129	9323446	3317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|8888795-8892289	NA
Chr11	9380626	9392362	11736	NA	NA	NA	Chr11|9123197-9134683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	9380626	9393261	12635	NA	NA	NA	NA	Chr11|9780453-9807103	NA	NA	NA	NA	NA	Chr11|10401624-10414012	NA	NA	Chr11|9713072-9739728	Chr11|9522744-9549350	NA	NA	Chr11|8832200-8844617	Chr11|8963769-8979863	NA
Chr11	9396374	9705214	308840	NA	NA	NA	Chr11|9281680-9382643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	9794790	9810776	15986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|10655760-10671823	NA	NA	NA
Chr11	10009895	10011769	1873	NA	NA	NA	NA	Chr11|10420505-10422285	NA	Chr11|10063058-10064837	Chr11|9840173-9841955	NA	NA	NA	Chr11|9977051-9978833	Chr11|9852666-9854446	Chr11|10463976-10465758	NA	NA	NA	NA	NA	NA
Chr11	10911476	10914609	3133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|12074922-12078008
Chr11	11022064	11023279	1215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|12217263-12218496
Chr11	11155246	12028444	873198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|11014664-12096821	NA	NA	NA	NA	NA	NA	NA
Chr11	11456053	11698129	242076	NA	NA	NA	NA	NA	NA	Chr11|11488187-11675454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	11775925	11797373	21448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|13587708-13846471
Chr11	12039480	12078698	39219	NA	Chr11|11972877-12130807	NA	NA	NA	Chr11|12484213-12766503	NA	NA	Chr11|12335622-12604653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	12045672	12078698	33026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|13849436-13888950	NA	NA	NA
Chr11	12191465	12574558	383093	NA	NA	NA	NA	NA	NA	NA	Chr11|12641558-12970213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	12191465	12727560	536095	NA	NA	NA	NA	NA	Chr11|12931327-13300746	NA	NA	Chr11|13170905-13527014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	12554599	12658977	104378	NA	NA	NA	NA	Chr11|13307049-13481071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	12554599	12727710	173111	NA	NA	NA	NA	NA	NA	Chr11|12879538-13145648	NA	NA	NA	NA	Chr11|12909112-13131756	NA	Chr11|13824690-14082964	Chr11|13037967-13260573	NA	NA	NA	NA	NA
Chr11	12557302	12651248	93946	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|13837829-13984320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	12557302	12695981	138679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|12986917-13183542	NA	NA	Chr11|14031967-14229217	NA	NA	NA	NA
Chr11	12558719	12727710	168991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|13514821-13701776	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	12727710	12911906	184196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|13706098-13983026	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	12727710	13019148	291296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|13203607-13642117	NA	NA	Chr11|14249277-14680312	NA	NA	NA	NA
Chr11	12727710	13027384	299674	NA	NA	NA	NA	Chr11|13482118-13825503	NA	Chr11|13146695-13486686	NA	NA	NA	NA	Chr11|13132803-13584705	NA	Chr11|14084011-14426964	Chr11|13261620-13757037	NA	NA	NA	NA	NA
Chr11	12727710	13035533	307823	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|13988224-14321349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	13045686	13125769	80083	NA	NA	NA	NA	NA	Chr11|13559811-13712610	NA	Chr11|13241847-13394552	Chr11|13773465-13905789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	13440067	13441989	1922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|12717020-12718937	Chr11|13377899-13379816	NA
Chr11	13442383	13443499	1116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|15221584-15222696
Chr11	13707755	13719173	11418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|14598155-14611876	NA	NA	NA
Chr11	13743702	13745003	1301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|14661946-14663247	NA	NA	NA
Chr11	14293691	14588213	294522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|15306784-15881265	NA	NA	NA
Chr11	14293691	14615288	321597	Chr11|14390092-14869925	NA	NA	NA	Chr11|15469119-16070953	Chr11|15545233-15970895	NA	Chr11|15272761-15731816	NA	Chr11|16282561-16715167	NA	NA	NA	Chr11|16070570-16672238	NA	NA	NA	NA	NA	NA
Chr11	14293691	14622653	328962	NA	NA	NA	NA	NA	NA	Chr11|15114720-15716446	NA	Chr11|15597674-16198215	NA	Chr11|15987635-16533142	Chr11|15225541-15770876	Chr11|15335260-16015054	NA	Chr11|15564224-16109685	Chr11|16375998-17051418	NA	NA	NA	NA
Chr11	14294151	14607155	313004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|13509479-13831408	Chr11|14171804-14493570	NA
Chr11	14509907	14573978	64071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|16633517-16692244
Chr11	14622651	14684766	62115	Chr11|14869929-14985505	NA	NA	NA	Chr11|16070957-16172885	Chr11|15970899-16086472	Chr11|15716450-15805454	Chr11|15731820-15847390	Chr11|16198219-16287130	Chr11|16715171-16804164	Chr11|16533146-16647164	Chr11|15770880-15872821	Chr11|16015058-16091282	Chr11|16672242-16774188	Chr11|16109689-16211626	Chr11|17051422-17127494	Chr11|15881269-15996242	Chr11|13832050-13898026	Chr11|14494212-14560167	NA
Chr11	15455853	15458487	2634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|17420733-17423362	NA	NA	NA
Chr11	16489108	16533417	44309	NA	NA	NA	Chr11|15992580-16038425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	16490458	16532820	42362	NA	NA	NA	NA	NA	NA	Chr11|17854946-17968644	NA	Chr11|18362488-18463324	NA	NA	NA	NA	NA	NA	Chr11|19163516-19277231	NA	NA	NA	NA
Chr11	16490458	16533416	42958	NA	Chr11|16642277-16703234	Chr11|15989311-16050269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|15486560-15529874	Chr11|16208204-16251505	NA
Chr11	16492002	16533416	41401	Chr11|17336720-17374047	NA	NA	NA	Chr11|18292201-18334139	NA	NA	NA	NA	Chr11|19137363-19175843	NA	Chr11|17827517-17864295	NA	NA	Chr11|18172842-18211340	NA	Chr11|18449071-18484982	NA	NA	NA
Chr11	16503989	16533416	29427	NA	NA	NA	NA	NA	Chr11|18414343-18464705	NA	Chr11|18163991-18214355	NA	NA	Chr11|18618661-18669023	NA	Chr11|18128481-18178170	Chr11|18900391-18950748	NA	NA	NA	NA	NA	NA
Chr11	16580206	16583039	2833	NA	NA	NA	NA	NA	Chr11|18501762-18504907	NA	Chr11|18251412-18254554	NA	NA	Chr11|18706080-18709225	NA	Chr11|18215142-18218287	Chr11|18987804-18990950	NA	NA	NA	NA	NA	NA
Chr11	16583043	16765720	182677	NA	NA	NA	NA	NA	Chr11|18511705-18653793	NA	Chr11|18261352-18411780	NA	NA	Chr11|18716023-18858105	NA	Chr11|18224837-18367087	Chr11|18997748-19139845	NA	NA	NA	NA	NA	NA
Chr11	17078698	17238537	159839	Chr11|18039087-18243720	NA	NA	NA	Chr11|18881132-19078788	NA	Chr11|18431018-18552502	Chr11|18881545-19153435	Chr11|18923422-19044155	Chr11|19770514-20038223	NA	Chr11|18529217-18800461	Chr11|18679483-18800435	Chr11|19438110-19626714	Chr11|18810378-19082433	Chr11|19735215-19893189	Chr11|19024768-19198180	Chr11|16070873-16137935	Chr11|16656466-16720512	NA
Chr11	17081023	17238537	157514	NA	Chr11|17283541-17408174	Chr11|16630498-16755097	Chr11|16585417-16710311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	17106861	17238537	131676	NA	NA	NA	NA	NA	Chr11|18951421-19131174	NA	NA	NA	NA	Chr11|19156008-19335729	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	17109514	17235631	126117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|20217798-20329840
Chr11	17599931	17601746	1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|20851593-20853394
Chr11	17630489	17632405	1916	NA	NA	Chr11|17190090-17192006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	18560207	18686439	126232	NA	NA	NA	Chr11|18012521-18124146	NA	NA	NA	NA	NA	NA	NA	Chr11|20370654-20473782	NA	NA	Chr11|20824993-20938534	NA	NA	Chr11|17539846-17640717	Chr11|18115990-18211714	NA
Chr11	19355887	19414574	58687	NA	NA	NA	Chr11|18748760-18807412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	19358388	19410701	52313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|18289589-18339889	NA	NA
Chr11	19368722	19396736	28014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|21868578-21896514	NA	NA	NA	NA	NA	Chr11|21680810-21707405	NA	NA	NA
Chr11	19370822	19396736	25914	NA	NA	NA	NA	NA	NA	Chr11|20891232-20915720	NA	NA	NA	NA	NA	NA	Chr11|21894990-21919464	NA	NA	NA	NA	NA	NA
Chr11	19386070	19393818	7748	NA	NA	NA	NA	Chr11|21597609-21605260	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	19433198	19439995	6797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|23132516-23139233
Chr11	19796080	19803793	7713	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|22847533-22855314	NA	NA	NA	NA	Chr11|22193911-22201694	NA	Chr11|22141996-22149671	NA	NA	NA
Chr11	19796080	19814722	18642	NA	NA	NA	NA	NA	NA	Chr11|21384885-21408926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	19796080	19817421	21341	Chr11|21109742-21131045	NA	NA	Chr11|19258859-19280208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	19800832	19817421	16589	NA	NA	NA	NA	Chr11|22035837-22052351	NA	NA	NA	NA	NA	Chr11|22364173-22380703	NA	NA	Chr11|22377326-22393849	NA	NA	NA	NA	NA	NA
Chr11	19801856	19817421	15565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|18768074-18783346	NA	NA
Chr11	19802679	19806363	3684	NA	Chr11|20207572-20220393	Chr11|19421482-19434301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	19808057	19817421	9364	NA	NA	NA	NA	NA	Chr11|22190412-22224907	NA	Chr11|21828905-21888524	NA	NA	NA	Chr11|21636989-21721658	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	19817425	19850565	33140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|18783848-18821304	NA	NA
Chr11	19817425	19851168	33743	NA	NA	NA	NA	Chr11|22052346-22119303	NA	NA	NA	NA	NA	Chr11|22380698-22447725	NA	NA	Chr11|22393844-22460706	NA	NA	NA	NA	NA	NA
Chr11	19817501	19848205	30767	Chr11|21133520-21164410	NA	NA	Chr11|19282681-19313514	NA	NA	Chr11|21411648-21442170	NA	NA	Chr11|22857434-22902191	NA	NA	NA	NA	Chr11|22203831-22248622	NA	Chr11|22152445-22190108	NA	NA	NA
Chr11	19840389	19844615	4225	NA	Chr11|20223015-20227247	Chr11|19436920-19441153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|19330493-19335834	NA
Chr11	20128896	20324723	195827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|23878927-23951993
Chr11	20330564	20383664	53100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|23984432-24047505
Chr11	20426856	20432834	5978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|24070747-24076718
Chr11	20462577	20464447	1870	NA	NA	NA	NA	NA	Chr11|22971067-22972928	Chr11|22057089-22058950	Chr11|22618989-22620850	Chr11|22465179-22467040	Chr11|23521550-23523411	Chr11|23093172-23095033	NA	Chr11|22254786-22256647	NA	NA	NA	NA	NA	NA	NA
Chr11	21069912	21073576	3664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|23301720-23305387	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	21213506	21216997	3491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|24725864-24729325
Chr11	21462411	21464650	2239	NA	Chr11|21890323-21892515	Chr11|21088204-21090396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	21608092	21609959	1867	NA	Chr11|21989389-21991261	Chr11|21186934-21188806	Chr11|21015427-21017299	NA	Chr11|24155780-24157652	NA	NA	Chr11|23694037-23695909	Chr11|24829940-24831812	NA	Chr11|23770302-23772174	NA	Chr11|24259056-24260928	Chr11|24411040-24412910	NA	Chr11|23965374-23967246	NA	NA	NA
Chr11	21687399	21691560	4161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|25246699-25250921
Chr11	21966532	22047318	80786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|24755939-24842284	NA	Chr11|24177067-24268223	NA	NA	NA
Chr11	22637944	22978838	340894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|24806825-25013256	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	23151573	23155618	4045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|21599887-21603894	Chr11|22202916-22206927	NA
Chr11	23484268	23485283	1012	NA	NA	NA	NA	Chr11|25934783-25935783	NA	NA	NA	NA	NA	NA	Chr11|25534392-25535391	NA	NA	NA	NA	NA	Chr11|21845830-21846867	NA	NA
Chr11	23508517	23516475	7958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|21972933-21980888	NA	NA
Chr11	23736842	23756295	19453	Chr11|25058467-25080878	NA	NA	NA	NA	NA	NA	Chr11|25977251-26009691	Chr11|25805367-25837807	Chr11|26967524-26999964	NA	Chr11|25807685-25840118	NA	Chr11|26256814-26279231	Chr11|26502236-26524646	NA	NA	NA	NA	NA
Chr11	23896567	23898652	2083	Chr11|25162852-25164905	NA	Chr11|23566561-23568614	NA	Chr11|26266343-26268389	Chr11|26252756-26254809	Chr11|25463486-25465507	Chr11|26093791-26095844	Chr11|25921799-25923852	Chr11|27083729-27085782	Chr11|26785585-26787638	Chr11|25924416-25926469	Chr11|25826912-25828933	Chr11|26386868-26388920	Chr11|26606624-26608677	Chr11|26543320-26545374	Chr11|26047240-26049261	Chr11|22211839-22213893	Chr11|23096112-23098166	NA
Chr11	24776314	24778949	2635	NA	NA	NA	NA	NA	NA	Chr11|26632280-26634961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	24959958	24962766	2808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|27196684-27199496	NA	NA	NA
Chr11	25046882	25048000	1118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|23295270-23296388	Chr11|24058921-24060045	NA
Chr11	25138267	25142062	3795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|28129919-28133008	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	25159968	25161833	1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|23421334-23423200	Chr11|24186174-24188040	NA
Chr11	26399025	26401374	2349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|29304016-29306360	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	26403164	26419717	16553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|29365606-29599150	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	26635219	26675205	39986	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|28461352-28530118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr11	27648784	27662396	13612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|30767145-30776761
Chr11	27885476	27889321	3845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|31637209-31641055	NA	NA	NA	NA	Chr11|31269606-31273452	NA	NA	NA	NA
Chr11	28334262	28440195	105933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|26596959-26708206	NA
Chr11	28340857	28347834	6977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr11|31104172-31111103
Chr12	691451	1016732	325281	NA	NA	NA	NA	Chr12|746223-1091415	NA	NA	Chr12|704050-1049395	NA	NA	Chr12|745693-1091000	NA	NA	Chr12|743039-1088308	Chr12|743570-1089134	NA	NA	NA	NA	NA
Chr12	746511	1421700	675189	NA	NA	NA	NA	NA	NA	Chr12|778071-1515496	NA	Chr12|853506-1590012	NA	NA	NA	Chr12|883490-1657246	NA	NA	NA	NA	NA	NA	NA
Chr12	971567	974109	2542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|1087826-1090374	NA	NA	NA
Chr12	1445785	1525289	79504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|1548422-1651938	NA	NA	NA	NA
Chr12	1445785	1526061	80276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|1587426-1673061	NA	NA	NA
Chr12	1446425	1528511	82086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|1513025-1603223	Chr12|1373219-1463418	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	1454056	1528511	74455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|1551831-1635460	Chr12|1514316-1597947	NA
Chr12	2648302	2653785	5483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|2782412-2787895
Chr12	3179711	3244081	64370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|3385995-3485827
Chr12	3179814	3249886	70072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|3476972-3537262	NA	NA	NA
Chr12	3612826	3614483	1657	NA	NA	NA	NA	Chr12|3679272-3681027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	3625539	3632689	7150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|3978106-4015531	NA	NA	NA
Chr12	3891082	3902318	11236	NA	Chr12|3846965-3858199	Chr12|3954864-3966098	Chr12|3856287-3867524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	4120860	4146562	25702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|4339272-4353998
Chr12	4742231	4895140	152909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|5059914-5160385	NA	NA	NA
Chr12	5929264	5930282	1018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|5706704-5707722	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	6123422	6129454	5995	NA	NA	NA	Chr12|5830878-5848373	NA	NA	NA	Chr12|5697609-5703879	Chr12|5735840-5741890	Chr12|5704152-5710424	Chr12|5843192-5849462	NA	NA	Chr12|5736410-5742680	Chr12|5699315-5705585	Chr12|6002261-6008638	Chr12|6171827-6178189	NA	NA	NA
Chr12	7521753	7523580	1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|6646278-6648117	Chr12|6409868-6411709	NA
Chr12	8292941	8300325	7384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|7345114-7352655	NA	NA
Chr12	9641143	9738108	96965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|8792619-8902920	NA	NA	NA	NA	NA	NA
Chr12	10607029	10672199	65082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chr12|9260753-9305415	Chr12|8913576-8958374	NA
Chr12	10645791	10672876	27085	Chr12|10085032-10135335	Chr12|10433916-10484220	Chr12|10618803-10660105	Chr12|10040920-10064821	NA	NA	Chr12|10371436-10395337	Chr12|9790767-9815585	Chr12|10931517-10955419	Chr12|9890034-9914852	Chr12|10237554-10287852	Chr12|9824771-9849589	NA	Chr12|9914867-9938770	Chr12|9863463-9888281	Chr12|10238643-10262566	Chr12|11134975-11171137	NA	NA	NA
Chr12	10646583	10672876	26293	NA	NA	NA	NA	NA	Chr12|9860710-9909433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chr12	10810696	10833511	22815	NA	NA	NA	Chr12|10317292-10342591	NA	NA	Chr12|10647843-10673143	NA	Chr12|11203419-11228495	NA	NA	NA	NA	Chr12|10185517-10210814	NA	NA	NA	NA	NA	NA
